# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  6 17:18:26 2015
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_age:         Stellar Age [Gyr]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_orbincl,st_dist,st_teff,st_mass,st_rad,hd_name,pl_name,pl_masse,pl_rade,st_age
1047,123.00000000,,,,,,6270.00,1.1900,1.31,,Kepler-25 d,89.90000,,11.000
1048,4.14814100,0.048000,,,,,5160.00,0.8000,0.81,,Kepler-250 b,,1.130,
1049,7.15680400,0.069000,,,,,5160.00,0.8000,0.81,,Kepler-250 c,,2.280,
1050,17.64831200,0.127000,,,,,5160.00,0.8000,0.81,,Kepler-250 d,,2.180,
1051,4.79093600,0.053000,,,,,5526.00,0.9100,0.89,,Kepler-251 b,,1.330,
1052,16.51404300,0.122000,,,,,5526.00,0.9100,0.89,,Kepler-251 c,,2.770,
1053,30.13300100,0.182000,,,,,5526.00,0.9100,0.89,,Kepler-251 d,,2.770,
1054,99.64016100,0.404000,,,,,5526.00,0.9100,0.89,,Kepler-251 e,,2.770,
1055,6.66839100,0.058000,,,,,4208.00,0.5200,0.55,,Kepler-252 b,,1.230,
1056,10.84846300,0.080000,,,,,4208.00,0.5200,0.55,,Kepler-252 c,,2.150,
1057,3.78398600,0.046000,,,,,5208.00,,0.79,,Kepler-253 b,,1.630,
1058,10.28195100,0.089000,,,,,5208.00,,0.79,,Kepler-253 c,,2.650,
1059,18.11986900,0.130000,,,,,5208.00,,0.79,,Kepler-253 d,,3.170,
1060,5.82666200,0.064000,,,,,5957.00,,0.91,,Kepler-254 b,,3.870,
1061,12.41218300,0.105000,,,,,5957.00,,0.91,,Kepler-254 c,,2.150,
1062,18.74647700,0.139000,,,,,5957.00,,0.91,,Kepler-254 d,,2.500,
1063,5.71460600,0.063000,,,,,5573.00,0.9700,0.93,,Kepler-255 b,,1.550,
1064,9.94604700,0.092000,,,,,5573.00,0.9700,0.93,,Kepler-255 c,,2.990,
1065,1.62049300,0.027000,,,,,5551.00,1.0200,1.30,,Kepler-256 b,,1.590,
1066,3.38802000,0.045000,,,,,5551.00,1.0200,1.30,,Kepler-256 c,,2.150,
1067,5.83917200,0.064000,,,,,5551.00,1.0200,1.30,,Kepler-256 d,,2.480,
1068,10.68157200,0.096000,,,,,5551.00,1.0200,1.30,,Kepler-256 e,,2.350,
1069,2.38266700,0.034000,,,,,5180.00,,1.04,,Kepler-257 b,,2.610,
1070,6.58148400,0.066000,,,,,5180.00,,1.04,,Kepler-257 c,,5.410,
1071,24.66455100,0.160000,,,,,5180.00,,1.04,,Kepler-257 d,,4.950,
1072,13.19722000,0.103000,,,,,4942.00,0.8000,0.92,,Kepler-258 b,,4.060,
1073,33.65307900,0.193000,,,,,4942.00,0.8000,0.92,,Kepler-258 c,,3.610,
1074,8.11531700,0.079000,,,,,5938.00,,0.90,,Kepler-259 b,,2.800,
1075,36.92493100,0.217000,,,,,5938.00,,0.90,,Kepler-259 c,,2.700,
1076,12.28290000,0.085000,,,,,4486.00,0.6500,0.57,,Kepler-26 b,120.77000,3.600,
1077,17.25130000,0.107000,,,,,4486.00,0.6500,0.57,,Kepler-26 c,119.18100,3.600,
1078,3.54391900,0.039000,,,,,4486.00,0.6500,0.57,,Kepler-26 d,,1.070,
1079,46.82791500,0.220000,,,,,4486.00,0.6500,0.57,,Kepler-26 e,,2.410,
1080,8.18739900,0.075000,,,,,5250.00,0.8800,0.86,,Kepler-260 b,,2.010,
1081,76.05017800,0.332000,,,,,5250.00,0.8800,0.86,,Kepler-260 c,,1.740,
1082,10.38122700,0.088000,,,,,5098.00,0.8700,0.79,,Kepler-261 b,,2.180,
1083,24.57085800,0.156000,,,,,5098.00,0.8700,0.79,,Kepler-261 c,,2.000,
1084,13.06085500,0.108000,,,,,5841.00,,0.88,,Kepler-262 b,,1.360,
1085,21.85372200,0.152000,,,,,5841.00,,0.88,,Kepler-262 c,,1.640,
1086,16.56808700,0.120000,,,,,5265.00,,0.79,,Kepler-263 b,,2.670,
1087,47.33277300,0.242000,,,,,5265.00,,0.79,,Kepler-263 c,,2.470,
1088,40.80623100,0.249000,,,,,6158.00,1.3200,1.55,,Kepler-264 b,,3.330,
1089,140.10126100,0.566000,,,,,6158.00,1.3200,1.55,,Kepler-264 c,,2.830,
1090,6.84626200,0.069000,,,,,5835.00,1.0300,1.10,,Kepler-265 b,,1.860,
1091,17.02893700,0.127000,,,,,5835.00,1.0300,1.10,,Kepler-265 c,,2.630,
1092,43.13061700,0.236000,,,,,5835.00,1.0300,1.10,,Kepler-265 d,,2.490,
1093,67.83102400,0.319000,,,,,5835.00,1.0300,1.10,,Kepler-265 e,,2.590,
1094,6.61833000,0.071000,,,,,5885.00,0.9900,1.03,,Kepler-266 b,,2.480,
1095,107.72360100,0.457000,,,,,5885.00,0.9900,1.03,,Kepler-266 c,,3.890,
1096,3.35372800,0.037000,,,,,4258.00,0.5600,0.56,,Kepler-267 b,,1.980,
1097,6.87745000,0.060000,,,,,4258.00,0.5600,0.56,,Kepler-267 c,,2.130,
1098,28.46451500,0.154000,,,,,4258.00,0.5600,0.56,,Kepler-267 d,,2.270,
1099,25.93413800,0.180000,,,,,6081.00,,1.27,,Kepler-268 b,,2.550,
1100,83.44639300,0.391000,,,,,6081.00,,1.27,,Kepler-268 c,,3.380,
1101,5.32671800,0.061000,,,,,5847.00,0.9800,0.96,,Kepler-269 b,,2.470,
1102,8.12789900,0.081000,,,,,5847.00,0.9800,0.96,,Kepler-269 c,,1.690,
1103,15.33480000,0.118000,,,,,5400.00,0.6500,0.59,,Kepler-27 b,2895.31000,4.000,
1104,31.33090000,0.191000,,,,,5400.00,0.6500,0.59,,Kepler-27 c,4385.87000,4.900,
1105,11.47609400,0.107000,,,,,6067.00,,1.46,,Kepler-270 b,,2.010,
1106,25.26288700,0.180000,,,,,6067.00,,1.46,,Kepler-270 c,,1.770,
1107,5.21773800,0.056000,,,,,5524.00,,0.88,,Kepler-271 b,,0.890,
1108,7.41093500,0.071000,,,,,5524.00,,0.88,,Kepler-271 c,,1.000,
1109,2.97135300,0.038000,,,,,5297.00,0.7900,0.93,,Kepler-272 b,,1.430,
1110,6.05734200,0.061000,,,,,5297.00,0.7900,0.93,,Kepler-272 c,,1.790,
1111,10.93730400,0.091000,,,,,5297.00,0.7900,0.93,,Kepler-272 d,,2.250,
1112,2.93653200,0.037000,,,,,5626.00,,0.81,,Kepler-273 b,,1.500,
1113,8.01492700,0.073000,,,,,5626.00,,0.81,,Kepler-273 c,,1.980,
1114,11.63478800,0.101000,,,,,6023.00,,1.01,,Kepler-274 b,,1.540,
1115,33.19786100,0.204000,,,,,6023.00,,1.01,,Kepler-274 c,,1.840,
1116,10.30068200,0.098000,,,,,6165.00,1.2400,1.38,,Kepler-275 b,,2.340,
1117,16.08813400,0.132000,,,,,6165.00,1.2400,1.38,,Kepler-275 c,,3.380,
1118,35.67606200,0.224000,,,,,6165.00,1.2400,1.38,,Kepler-275 d,,3.330,
1119,14.12841000,0.119000,,,,,6105.00,1.1000,1.05,,Kepler-276 b,,2.870,
1120,31.88400000,,,,,,6105.00,1.1000,1.05,,Kepler-276 c,16.60000,2.900,
1121,48.64800000,,,,,,6105.00,1.1000,1.05,,Kepler-276 d,16.30000,2.800,
1122,17.32400000,,,,,,5946.00,1.1200,1.69,,Kepler-277 b,87.30000,2.920,
1123,33.00600000,,,,,,5946.00,1.1200,1.69,,Kepler-277 c,64.20000,3.360,
1124,30.16054600,0.207000,,,,,4991.00,,2.94,,Kepler-278 b,,4.070,
1125,51.07877500,0.294000,,,,,4991.00,,2.94,,Kepler-278 c,,3.590,
1126,12.30968100,0.112000,,,,,6363.00,1.1000,1.75,,Kepler-279 b,,3.620,
1127,35.73600000,,,,,,6363.00,1.1000,1.75,,Kepler-279 c,49.40000,4.300,
1128,54.41400000,,,,,,6363.00,1.1000,1.75,,Kepler-279 d,37.50000,3.100,
1129,5.91230000,0.062000,,,,,4590.00,0.7500,0.70,,Kepler-28 b,479.90000,3.600,
1130,8.98580000,0.081000,,,,,4590.00,0.7500,0.70,,Kepler-28 c,432.23000,3.400,
1131,2.13954200,0.032000,,,,,5744.00,0.9100,0.89,,Kepler-280 b,,1.450,
1132,4.80709100,0.056000,,,,,5744.00,0.9100,0.89,,Kepler-280 c,,2.010,
1133,14.64600800,0.117000,,,,,5723.00,0.9800,0.90,,Kepler-281 b,,2.820,
1134,36.33737300,0.215000,,,,,5723.00,0.9800,0.90,,Kepler-281 c,,5.310,
1135,9.22052400,0.082000,,,,,5602.00,0.9700,0.90,,Kepler-282 b,,1.010,
1136,13.63872300,0.106000,,,,,5602.00,0.9700,0.90,,Kepler-282 c,,1.200,
1137,24.80600000,,,,,,5602.00,0.9700,0.90,,Kepler-282 d,61.00000,2.460,
1138,44.34700000,,,,,,5602.00,0.9700,0.90,,Kepler-282 e,56.20000,3.100,
1139,11.00815100,0.082000,,,,,4351.00,,0.57,,Kepler-283 b,,2.130,
1140,92.74371100,0.341000,,,,,4351.00,,0.57,,Kepler-283 c,,1.820,
1141,12.69914900,0.104000,,,,,5615.00,,0.81,,Kepler-284 b,,2.240,
1142,37.51445600,0.213000,,,,,5615.00,,0.81,,Kepler-284 c,,2.610,
1143,2.63386700,0.036000,,,,,5411.00,0.8500,0.81,,Kepler-285 b,,1.340,
1144,6.18667600,0.064000,,,,,5411.00,0.8500,0.81,,Kepler-285 c,,1.120,
1145,1.79630200,0.027000,,,,,5580.00,,0.86,,Kepler-286 b,,1.240,
1146,3.46809500,0.042000,,,,,5580.00,,0.86,,Kepler-286 c,,1.370,
1147,5.91432300,0.061000,,,,,5580.00,,0.86,,Kepler-286 d,,1.330,
1148,29.22128900,0.176000,,,,,5580.00,,0.86,,Kepler-286 e,,1.770,
1149,20.34219900,0.145000,,,,,5806.00,,1.03,,Kepler-287 b,,2.330,
1150,44.85189600,0.246000,,,,,5806.00,,1.03,,Kepler-287 c,,3.260,
1151,6.09732600,0.065000,,,,,5918.00,0.8900,1.09,,Kepler-288 b,,1.670,
1152,19.30577200,0.140000,,,,,5918.00,0.8900,1.09,,Kepler-288 c,,2.850,
1153,56.63374200,0.287000,,,,,5918.00,0.8900,1.09,,Kepler-288 d,,2.670,
1154,34.54500000,0.210000,,4.10000,89.590,700.00,5990.00,1.0800,1.00,,Kepler-289 b,7.30000,2.150,0.650
1155,125.85180000,0.510000,,0.47000,89.794,700.00,5990.00,1.0800,1.00,,Kepler-289 c,132.00000,11.590,0.650
1156,66.06340000,0.330000,,1.20000,89.730,700.00,5990.00,1.0800,1.00,,Kepler-289 d,4.00000,2.680,0.650
1157,10.33760000,0.090000,,,,1400.00,5750.00,1.0000,0.96,,Kepler-29 b,127.10000,3.600,
1158,13.29070000,0.110000,,,,1400.00,5750.00,1.0000,0.96,,Kepler-29 c,95.30000,2.900,
1159,14.58934700,0.110000,,,,,5147.00,,0.74,,Kepler-290 b,,2.250,
1160,36.77031000,0.205000,,,,,5147.00,,0.74,,Kepler-290 c,,2.700,
1161,3.54651100,0.047000,,,,,6002.00,1.0300,1.02,,Kepler-291 b,,2.160,
1162,5.70078600,0.065000,,,,,6002.00,1.0300,1.02,,Kepler-291 c,,1.880,
1163,2.58082700,0.035000,,,,,5299.00,0.8800,0.83,,Kepler-292 b,,1.320,
1164,3.71533500,0.045000,,,,,5299.00,0.8800,0.83,,Kepler-292 c,,1.470,
1165,7.05567900,0.068000,,,,,5299.00,0.8800,0.83,,Kepler-292 d,,2.230,
1166,11.97901000,0.097000,,,,,5299.00,0.8800,0.83,,Kepler-292 e,,2.670,
1167,20.83423700,0.141000,,,,,5299.00,0.8800,0.83,,Kepler-292 f,,2.350,
1168,19.25419600,0.144000,,,,,5804.00,1.0100,0.96,,Kepler-293 b,,3.070,
1169,54.15574300,0.286000,,,,,5804.00,1.0100,0.96,,Kepler-293 c,,3.830,
1170,3.70121200,0.048000,,,,,5913.00,,0.98,,Kepler-294 b,,1.770,
1171,6.62640000,0.071000,,,,,5913.00,,0.98,,Kepler-294 c,,2.710,
1172,12.64516400,0.099000,,,,,5603.00,,0.90,,Kepler-295 b,,1.220,
1173,21.52625800,0.142000,,,,,5603.00,,0.90,,Kepler-295 c,,1.170,
1174,33.88405400,0.192000,,,,,5603.00,,0.90,,Kepler-295 d,,1.360,
1175,3.62145700,0.039000,,,,226.00,3572.00,0.4540,0.43,,Kepler-296 b,,0.940,4.200
1176,5.84164800,0.054000,,,,226.00,3572.00,0.4540,0.43,,Kepler-296 c,,2.150,4.200
1177,19.85024200,0.122000,,,,226.00,3572.00,0.4540,0.43,,Kepler-296 d,,2.280,4.200
1178,34.14204000,0.149000,0.100000,,89.890,226.00,3572.00,0.4540,0.43,,Kepler-296 e,,1.480,4.200
1179,63.33600000,0.283000,0.120000,,89.950,226.00,3572.00,0.4540,0.43,,Kepler-296 f,,1.750,4.200
1180,38.87182600,0.217000,,,,,5619.00,,0.92,,Kepler-297 b,,2.870,
1181,74.92013700,0.336000,,,,,5619.00,,0.92,,Kepler-297 c,,6.540,
1182,10.47546400,0.080000,,,,,4465.00,0.6500,0.58,,Kepler-298 b,,1.960,
1183,22.92881000,0.136000,,,,,4465.00,0.6500,0.58,,Kepler-298 c,,1.930,
1184,77.47363300,0.305000,,,,,4465.00,0.6500,0.58,,Kepler-298 d,,2.500,
1185,2.92712800,0.040000,,,,,5617.00,0.9700,1.03,,Kepler-299 b,,1.320,
1186,6.88587500,0.070000,,,,,5617.00,0.9700,1.03,,Kepler-299 c,,2.650,
1187,15.05478600,0.118000,,,,,5617.00,0.9700,1.03,,Kepler-299 d,,1.860,
1188,38.28548900,0.220000,,,,,5617.00,0.9700,1.03,,Kepler-299 e,,1.870,
1189,29.33434000,0.180000,0.042000,1.02000,90.179,1400.00,5498.00,0.9900,0.95,,Kepler-30 b,11.30000,3.900,2.000
1190,60.32310500,0.300000,0.011100,1.88000,90.323,1400.00,5498.00,0.9900,0.95,,Kepler-30 c,640.00000,12.300,2.000
1191,143.34394000,0.500000,0.022000,0.19000,89.841,1400.00,5498.00,0.9900,0.95,,Kepler-30 d,23.10000,8.800,2.000
1192,10.44634700,0.094000,,,,,5986.00,0.9400,0.90,,Kepler-300 b,,1.670,
1193,40.71495500,0.232000,,,,,5986.00,0.9400,0.90,,Kepler-300 c,,2.250,
1194,2.50855300,0.036000,,,,,5815.00,0.9100,0.90,,Kepler-301 b,,1.350,
1195,5.41902600,0.060000,,,,,5815.00,0.9100,0.90,,Kepler-301 c,,1.350,
1196,13.75124300,0.112000,,,,,5815.00,0.9100,0.90,,Kepler-301 d,,1.750,
1197,30.18410400,0.193000,,,,,5740.00,,1.22,,Kepler-302 b,,4.060,
1198,127.28218400,0.503000,,,,,5740.00,,1.22,,Kepler-302 c,,12.450,
1199,1.93705500,0.024000,,,,,3944.00,0.5900,0.48,,Kepler-303 b,,0.890,
1200,7.06114900,0.057000,,,,,3944.00,0.5900,0.48,,Kepler-303 c,,1.140,
1201,3.29570900,0.039000,,,,,4731.00,0.8000,0.69,,Kepler-304 b,,2.860,
1202,5.31594600,0.054000,,,,,4731.00,0.8000,0.69,,Kepler-304 c,,2.170,
1203,9.65347100,0.080000,,,,,4731.00,0.8000,0.69,,Kepler-304 d,,2.750,
1204,5.48700000,,,,,,5100.00,0.7600,0.79,,Kepler-305 b,10.50000,3.600,
1205,8.29100000,,,,,,5100.00,0.7600,0.79,,Kepler-305 c,6.00000,3.300,
1206,16.73866100,0.121000,,,,,5100.00,0.7600,0.79,,Kepler-305 d,,2.710,
1207,4.64618600,0.050000,,,,,4954.00,0.8200,0.72,,Kepler-306 b,,1.520,
1208,7.24019300,0.067000,,,,,4954.00,0.8200,0.72,,Kepler-306 c,,2.350,
1209,17.32664400,0.120000,,,,,4954.00,0.8200,0.72,,Kepler-306 d,,2.470,
1210,44.84097500,0.227000,,,,,4954.00,0.8200,0.72,,Kepler-306 e,,2.270,
1211,10.41600000,,,,,,5445.00,0.9800,1.08,,Kepler-307 b,3.10000,3.200,
1212,13.08400000,,,,,,5445.00,0.9800,1.08,,Kepler-307 c,1.50000,2.800,
1213,9.69492800,0.090000,,,,,5895.00,,0.94,,Kepler-308 b,,2.120,
1214,15.38231000,0.123000,,,,,5895.00,,0.94,,Kepler-308 c,,2.160,
1215,5.92365300,0.059000,,,,,4713.00,,0.72,,Kepler-309 b,,1.560,
1216,105.35638300,0.401000,,,,,4713.00,,0.72,,Kepler-309 c,,2.510,
1217,20.86130000,0.160000,,,,2100.00,6034.00,1.2100,1.31,,Kepler-31 b,,5.500,
1218,42.63180000,0.260000,,,,2100.00,6034.00,1.2100,1.31,,Kepler-31 c,1493.70000,5.300,
1219,87.64890100,0.390000,,,,2100.00,6034.00,1.2100,1.31,,Kepler-31 d,,4.560,
1220,13.93069800,0.111000,,,,,5797.00,0.8500,0.88,,Kepler-310 b,,1.190,
1221,56.47542000,0.281000,,,,,5797.00,0.8500,0.88,,Kepler-310 c,,3.380,
1222,92.87612500,0.392000,,,,,5797.00,0.8500,0.88,,Kepler-310 d,,2.470,
1223,9.17609200,0.087000,,,,,5905.00,1.0600,1.19,,Kepler-311 b,,1.700,
1224,19.73828600,0.145000,,,,,5905.00,1.0600,1.19,,Kepler-311 c,,1.430,
1225,1.77241900,0.031000,,,,,6115.00,1.2300,1.47,,Kepler-312 b,,1.290,
1226,19.74741200,0.153000,,,,,6115.00,1.2300,1.47,,Kepler-312 c,,3.150,
1227,14.97041800,0.125000,,,,,5727.00,0.9000,1.54,,Kepler-313 b,,2.530,
1228,32.27327300,0.208000,,,,,5727.00,0.9000,1.54,,Kepler-313 c,,2.570,
1229,2.46106900,0.035000,,,,,5378.00,1.0200,0.95,,Kepler-314 b,,0.830,
1230,5.96039200,0.064000,,,,,5378.00,1.0200,0.95,,Kepler-314 c,,2.900,
1231,96.10114100,0.402000,,,,,5796.00,0.7800,1.04,,Kepler-315 b,,3.770,
1232,265.46933500,0.791000,,,,,5796.00,0.7800,1.04,,Kepler-315 c,,4.150,
1233,2.24050800,0.027000,,,,,4204.00,0.5300,0.52,,Kepler-316 b,,1.060,
1234,6.82776600,0.058000,,,,,4204.00,0.5300,0.52,,Kepler-316 c,,1.160,
1235,5.52424200,0.061000,,,,,5497.00,0.9500,0.94,,Kepler-317 b,,2.090,
1236,8.77501000,0.083000,,,,,5497.00,0.9500,0.94,,Kepler-317 c,,1.720,
1237,4.66271500,0.056000,,,,,5746.00,1.0500,1.19,,Kepler-318 b,,4.710,
1238,11.81500700,0.105000,,,,,5746.00,1.0500,1.19,,Kepler-318 c,,3.680,
1239,4.36270500,0.051000,,,,,5526.00,1.2900,0.90,,Kepler-319 b,,1.630,
1240,6.94135700,0.069000,,,,,5526.00,1.2900,0.90,,Kepler-319 c,,2.630,
1241,31.78192500,0.191000,,,,,5526.00,1.2900,0.90,,Kepler-319 d,,2.290,
1242,5.90124000,0.050000,,,,303.00,3793.00,0.5400,0.53,,Kepler-32 b,1303.00000,2.200,2.000
1243,8.75220000,0.090000,,,,303.00,3793.00,0.5400,0.53,,Kepler-32 c,158.90000,2.000,2.000
1244,22.78020000,0.128000,,,,303.00,3793.00,0.5400,0.53,,Kepler-32 d,,2.700,2.000
1245,2.89600000,0.032300,,,,303.00,3793.00,0.5400,0.53,,Kepler-32 e,,1.500,2.000
1246,0.74296000,0.013000,,,,303.00,3793.00,0.5400,0.53,,Kepler-32 f,,0.810,2.000
1247,8.37155400,0.085000,,,,,6435.00,,1.11,,Kepler-320 b,,1.140,
1248,17.93493700,0.142000,,,,,6435.00,,1.11,,Kepler-320 c,,1.370,
1249,4.91537900,0.057000,,,,,5740.00,1.0100,1.19,,Kepler-321 b,,1.770,
1250,13.09392100,0.110000,,,,,5740.00,1.0100,1.19,,Kepler-321 c,,2.320,
1251,1.65388800,0.027000,,,,,5388.00,0.9100,0.89,,Kepler-322 b,,1.010,
1252,4.33723400,0.051000,,,,,5388.00,0.9100,0.89,,Kepler-322 c,,1.670,
1253,1.67832700,0.028000,,,,,5987.00,1.0900,1.18,,Kepler-323 b,,1.430,
1254,3.55382200,0.046000,,,,,5987.00,1.0900,1.18,,Kepler-323 c,,1.630,
1255,4.38531500,0.050000,,,,,5194.00,0.8600,0.84,,Kepler-324 b,,1.140,
1256,51.80561200,0.260000,,,,,5194.00,0.8600,0.84,,Kepler-324 c,,3.150,
1257,4.54443900,0.053000,,,,,5752.00,0.8700,1.00,,Kepler-325 b,,2.910,
1258,12.76217200,0.105000,,,,,5752.00,0.8700,1.00,,Kepler-325 c,,2.540,
1259,38.71518500,0.220000,,,,,5752.00,0.8700,1.00,,Kepler-325 d,,2.790,
1260,2.24832900,0.032000,,,,,5105.00,0.9800,0.80,,Kepler-326 b,,1.520,
1261,4.58035800,0.051000,,,,,5105.00,0.9800,0.80,,Kepler-326 c,,1.400,
1262,6.76688800,0.066000,,,,,5105.00,0.9800,0.80,,Kepler-326 d,,1.210,
1263,2.54957500,0.029000,,,,,3799.00,0.5500,0.49,,Kepler-327 b,,1.110,
1264,5.21233300,0.047000,,,,,3799.00,0.5500,0.49,,Kepler-327 c,,1.030,
1265,13.96945700,0.090000,,,,,3799.00,0.5500,0.49,,Kepler-327 d,,1.730,
1266,34.92100000,,,,,,5914.00,1.1500,1.06,,Kepler-328 b,28.50000,2.300,
1267,71.31200000,,,,,,5914.00,1.1500,1.06,,Kepler-328 c,39.40000,5.400,
1268,7.41639700,0.061000,,,,,4257.00,0.5300,0.52,,Kepler-329 b,,1.400,
1269,18.68473700,0.113000,,,,,4257.00,0.5300,0.52,,Kepler-329 c,,1.930,
1270,5.66793000,0.067700,0.000000,,86.390,,5904.00,1.2910,1.82,,Kepler-33 b,,1.740,4.270
1271,13.17562000,0.118900,0.000000,,88.190,,5904.00,1.2910,1.82,,Kepler-33 c,,3.200,4.270
1272,21.77596000,0.166200,0.000000,,88.710,,5904.00,1.2910,1.82,,Kepler-33 d,,5.350,4.270
1273,31.78440000,0.213800,0.000000,,88.940,,5904.00,1.2910,1.82,,Kepler-33 e,,4.020,4.270
1274,41.02902000,0.253500,0.000000,,89.170,,5904.00,1.2910,1.82,,Kepler-33 f,,4.460,4.270
1275,8.25978000,0.075000,,,,,5117.00,0.7800,0.72,,Kepler-330 b,,1.350,
1276,15.95538700,0.116000,,,,,5117.00,0.7800,0.72,,Kepler-330 c,,1.950,
1277,8.45749600,0.065000,,,,,4347.00,0.5100,0.49,,Kepler-331 b,,1.820,
1278,17.28111000,0.105000,,,,,4347.00,0.5100,0.49,,Kepler-331 c,,1.840,
1279,32.13432800,0.159000,,,,,4347.00,0.5100,0.49,,Kepler-331 d,,1.640,
1280,7.62632400,0.070000,,,,,4955.00,0.8000,0.72,,Kepler-332 b,,1.170,
1281,15.99562200,0.114000,,,,,4955.00,0.8000,0.72,,Kepler-332 c,,1.090,
1282,34.21154000,0.189000,,,,,4955.00,0.8000,0.72,,Kepler-332 d,,1.180,
1283,12.55115800,0.087000,,,,,4259.00,0.5400,0.53,,Kepler-333 b,,1.320,
1284,24.08821000,0.135000,,,,,4259.00,0.5400,0.53,,Kepler-333 c,,1.110,
1285,5.47031900,0.061000,,,,,5828.00,1.0000,1.07,,Kepler-334 b,,1.120,
1286,12.75800500,0.107000,,,,,5828.00,1.0000,1.07,,Kepler-334 c,,1.430,
1287,25.09849000,0.168000,,,,,5828.00,1.0000,1.07,,Kepler-334 d,,1.410,
1288,6.56233100,0.075000,,,,,5877.00,0.9900,1.85,,Kepler-335 b,,3.390,
1289,67.84446900,0.356000,,,,,5877.00,0.9900,1.85,,Kepler-335 c,,3.070,
1290,2.02482300,0.033000,,,,,5867.00,0.8900,1.30,,Kepler-336 b,,1.020,
1291,9.60000100,0.092000,,,,,5867.00,0.8900,1.30,,Kepler-336 c,,2.100,
1292,20.67877200,0.154000,,,,,5867.00,0.8900,1.30,,Kepler-336 d,,2.370,
1293,3.29278100,0.045000,,,,,5684.00,0.9600,1.76,,Kepler-337 b,,1.540,
1294,9.69320100,0.093000,,,,,5684.00,0.9600,1.76,,Kepler-337 c,,2.050,
1295,13.72697600,0.117000,,,,,5923.00,1.1000,1.74,,Kepler-338 b,,2.440,
1296,24.31085600,0.172000,,,,,5923.00,1.1000,1.74,,Kepler-338 c,,2.340,
1297,44.43101400,0.257000,,,,,5923.00,1.1000,1.74,,Kepler-338 d,,3.000,
1298,9.34100000,,,,,,5923.00,1.1000,1.74,,Kepler-338 e,8.50000,1.560,
1299,4.97765600,0.055000,,,,,5631.00,0.8400,0.80,,Kepler-339 b,,1.420,
1300,6.98805500,0.069000,,,,,5631.00,0.8400,0.80,,Kepler-339 c,,1.150,
1301,10.55834500,0.091000,,,,,5631.00,0.8400,0.80,,Kepler-339 d,,1.170,
1302,288.82200000,1.089600,0.182000,0.61300,90.355,1499.00,5913.00,1.0479,1.16,,Kepler-34 b,69.92000,8.564,
1303,14.84438700,0.134000,,,,,6620.00,2.1100,1.85,,Kepler-340 b,,2.530,
1304,22.82466900,0.178000,,,,,6620.00,2.1100,1.85,,Kepler-340 c,,3.370,
1305,5.19552800,0.060000,,,,,6012.00,0.9400,1.02,,Kepler-341 b,,1.180,
1306,8.01041000,0.080000,,,,,6012.00,0.9400,1.02,,Kepler-341 c,,1.700,
1307,27.66631300,0.182000,,,,,6012.00,0.9400,1.02,,Kepler-341 d,,1.850,
1308,42.47326900,0.242000,,,,,6012.00,0.9400,1.02,,Kepler-341 e,,1.990,
1309,15.17031800,0.128000,,,,,6175.00,1.1300,1.47,,Kepler-342 b,,2.250,
1310,26.23413800,0.185000,,,,,6175.00,1.1300,1.47,,Kepler-342 c,,1.960,
1311,39.45935700,0.242000,,,,,6175.00,1.1300,1.47,,Kepler-342 d,,2.490,
1312,8.96855000,0.088000,,,,,5807.00,1.0400,1.43,,Kepler-343 b,,2.410,
1313,23.22182000,0.167000,,,,,5807.00,1.0400,1.43,,Kepler-343 c,,2.020,
1314,21.96394500,0.153000,,,,,5774.00,0.9000,0.98,,Kepler-344 b,,2.610,
1315,125.59680900,0.488000,,,,,5774.00,0.9000,0.98,,Kepler-344 c,,2.950,
1316,7.41556300,0.066000,,,,,4504.00,0.5900,0.62,,Kepler-345 b,,0.740,
1317,9.38742700,0.077000,,,,,4504.00,0.5900,0.62,,Kepler-345 c,,1.200,
1318,6.51112700,0.071000,,,,,6033.00,0.9700,1.02,,Kepler-346 b,,2.660,
1319,23.85154900,0.168000,,,,,6033.00,0.9700,1.02,,Kepler-346 c,,3.070,
1320,12.79836000,0.110000,,,,,6088.00,1.0400,1.00,,Kepler-347 b,,1.970,
1321,27.32087100,0.183000,,,,,6088.00,1.0400,1.00,,Kepler-347 c,,1.750,
1322,7.05677000,0.076000,,,,,6177.00,1.1500,1.36,,Kepler-348 b,,1.520,
1323,17.26542700,0.138000,,,,,6177.00,1.1500,1.36,,Kepler-348 c,,1.330,
1324,5.92977800,0.065000,,,,,5956.00,0.9700,0.93,,Kepler-349 b,,1.900,
